B04,B08,B11,NDVI,EVI,NDMI,AGB
1499.9338209926307,3896.477931399188,420.1967511120239,0.4440995646598413,0.4645516564781115,0.8053146079239711,176.6574614809835
1071.7123756069293,4286.525360774665,3800.77983617149,0.5999758022567164,0.7498770971710398,0.0600627171491605,201.0082664071475
690.6246372483225,6630.787808287989,946.1427405839598,0.8113411468643457,1.3781596047814193,0.7502569847100025,359.2123451409489
1335.9170100001713,7264.075025543885,644.2882949894428,0.6893213377818392,0.9698845112910723,0.8370615336462504,282.81468290275
1703.0262784660695,6043.9882369140305,1275.4794327350546,0.5603399799070384,0.6673004692760407,0.651483006517072,229.3927177022388
1307.336879680795,4344.194419421432,2720.1970082537537,0.5373512732178808,0.6228574534869272,0.2298849699318308,182.79556099924042
1150.7055531389615,7571.575271607463,3067.4831303241076,0.736145722288072,1.1088199582033713,0.4233543957275639,289.6612206882528
1484.8800772941463,4496.162838252505,650.4779592200899,0.5034711843694678,0.5615364741268151,0.7472223202702869,210.74376759611124
1077.7891362690434,5533.196956027385,2015.6129832322617,0.6739399776193973,0.9281378945808226,0.4659786112821557,260.54127095071243
1110.8936353349432,7397.8467372141195,1171.7274437221504,0.7388817646173917,1.117544773293724,0.7265377673742472,309.35986167463693
477.09370541768885,1519.5391479548482,2282.3863971940336,0.5221017175262093,0.5945820961295691,-0.20064760342608579,154.72146991566748
496.1418901296672,5034.92722602069,2166.008872974571,0.8205981953502389,1.4161084379324054,0.39840908365344424,332.36530930272147
903.482519248922,4848.063565663143,2681.8478010020112,0.6858296860519201,0.9602232026628648,0.2876814425682707,249.86645133325388
295.6795070873236,4931.701733191044,1000.6181236021855,0.8868727977012768,1.728110610599904,0.6626553698760246,401.92589529402835
997.9658893391803,4848.141045639775,3287.417331669861,0.6585878771059234,0.8882065513485895,0.19183977809451758,238.23352100286243
631.7990855246758,3720.3443394371243,2485.0012727345693,0.7096607238374496,1.0278514929371867,0.19907723819288495,272.3545540655738
1767.7340439796562,2097.892065503323,1192.8223759020693,0.08540867949653211,0.06496464406740549,0.2750374441301205,34.42562400929228
1196.5276776206604,5597.740022407362,3792.334901390105,0.6477831811249896,0.8610981162388452,0.1922673818341441,236.49207442454767
1888.5836215404127,2247.7458934334322,3193.9050645358484,0.08683115561900766,0.06611850569154952,-0.17387355018478268,9.081966993181693
1156.120920902017,7473.413416306038,542.8864459787195,0.7320548534622116,1.0959044460248009,0.8645543565641353,324.05067635482607
1477.0418905821507,2804.8200371392045,3344.454675073825,0.3100936388562051,0.28448963484253265,-0.08775581887325676,89.99024433817715
627.4281183272524,2167.0728204596417,370.28270671027275,0.5509551563256233,0.648802348092727,0.7081349435667443,219.5317031073721
1492.033101004196,7873.883687954973,3771.865541644292,0.6813909123976533,0.9481516871813643,0.3522330822247663,259.99947852292706
880.0213227991882,2835.989976990223,2136.461232257008,0.5263624073951333,0.6024209192739461,0.1406808664691623,184.74471633340352
1339.563950956122,2164.3975882517834,1330.359182166939,0.23540031128501498,0.20210999665886545,0.23865420704121287,85.09339993339044
911.97024805823,6963.296289227835,338.5469104980888,0.7683963471903753,1.2164821348187076,0.9072708351325782,344.6088076582208
1269.7555077125182,7467.599162863746,1246.148247791479,0.7093501280557614,1.0270082427257043,0.7139810946035291,299.7578846411338
1657.7647120046554,3614.909986532269,586.6847785371267,0.37118642549662717,0.3607641522262184,0.7207323353622832,155.2585036131039
915.4704012506652,1546.2297280205541,3464.627045606627,0.2562291479021024,0.22398957941910608,-0.3828481642700326,57.471222310980394
1661.885350702332,2653.5528107791997,1297.4929328588278,0.22979531225784572,0.19635634207112107,0.3432154334737034,90.54271273369464
965.6052851621914,5211.169574738717,1168.1867091357349,0.687343214733472,0.9643923643906492,0.6337603176654287,271.65172216359446
1325.924992811298,7205.855764533105,3725.012384369463,0.6891797783213093,0.9694917283842713,0.31844162169266205,260.8341817470027
948.0144004689037,1902.7815102962334,2726.849697186782,0.33491247335070135,0.31440454469006096,-0.1779986676650579,77.6995133979866
817.9636044216212,5686.904163422308,3804.190812275409,0.7485072305883342,1.1488026012478443,0.19836629554011273,281.48085464016776
979.0767061572992,6116.695775450859,2857.7212693320375,0.7240394307858571,1.0710374064479116,0.3631405237235128,289.8602482591837
1464.4347775920385,6788.59661114744,2165.549429024476,0.6451159073712753,0.854534486894535,0.5163024101757783,247.96508506120327
1833.8708429462952,2640.0593661246676,3065.79921336637,0.1801969376642523,0.14771542759911568,-0.0746145108989126,45.89878926861603
401.7133345752348,4186.678540500885,1768.7301077954533,0.8249001628785159,1.4341425375809354,0.40600881905746705,350.48229518820307
893.2527773573835,7249.933494615541,2432.7738190380896,0.7806134483692035,1.2602009914853225,0.49750132055393753,315.44412602914076
128.4574520585302,4702.473637923696,1266.4564693456853,0.9468187601357765,2.088890090416055,0.5756504275058838,451.96352961196044
918.9409640862486,5549.776329637819,3619.533099668714,0.7158815503235104,1.046334665691011,0.2105112980034502,269.0062068992275
526.2630015529148,2198.3115681033787,762.9729647220936,0.6136916143013483,0.7803262240079111,0.4847013473329,237.29745344559186
1985.0083287501382,4781.5267114301005,2496.534332910783,0.4132866179899639,0.4188266490595224,0.3139561985375316,146.4077757753996
618.315465057531,1562.102975388704,3907.131598832501,0.432846967532147,0.4474626721987409,-0.428767241776049,107.2598298062902
1522.0456219623438,2675.602570722697,3240.651300349261,0.2748102974650826,0.24421395381126476,-0.09550785714147791,71.78899340451947
1628.7498422496844,5995.06978576638,2739.8670404991085,0.5727207824931471,0.6922505123997607,0.37266471522797806,214.8080381112454
701.4435732766567,5501.828525872627,1555.177210868004,0.7738472333787272,1.235748831959155,0.5592529553856054,311.8995566704323
961.6208914490902,2127.146409239334,1083.7357522428024,0.37734325831315557,0.36893657985121275,0.3249607441806381,139.59415316030422
1830.2900444879704,7577.111302706381,2001.540157263527,0.6108829681558606,0.7740931058442289,0.5820831009627621,235.69574053552455
297.7840493686298,6135.3037170675225,3739.5534818465558,0.9074211138930849,1.8419518375833268,0.24261112709982402,402.7348728216678
856.298057427567,2731.8929456107126,955.3697479293743,0.5227132240374839,0.5957536644649148,0.4818000085298844,200.92227274754111
1553.1444204650531,3565.6446410806916,1635.8425263833951,0.3931594359574479,0.3904579715584702,0.37100968476812274,130.7551641270431
1751.3638859219022,1643.4206984610569,3126.289172003801,-0.03179677082475868,-0.022205773210531653,-0.31089280344159176,5.0
778.367453108567,3671.063237610644,2175.3329676583576,0.6501271701760952,0.8668793065831402,0.2558379927019721,234.50075276033084
553.9348897290681,3308.0345035413757,2699.8618644274693,0.7131334644697717,1.0380851435167702,0.10122888308379543,249.15629004746623
1930.1916456160743,2516.9790857634835,939.5740586731018,0.13194623626096663,0.10404675385171563,0.4563520248988231,55.165187571198146
447.1638083849417,5103.173013517003,3468.7641554603197,0.8388696674984325,1.4947720600920624,0.1906697197666239,347.583154388785
1896.1765326328048,3441.624352919349,3457.555063030721,0.2895289376904419,0.26070864050609666,-0.0023090731735767463,75.15115769543779
1399.133428435771,2331.8005239007834,3555.6095420810925,0.24998220475892724,0.21735220373309916,-0.20786882589404596,55.04607353197475
628.1121391123821,2992.7327875695255,3094.737955072692,0.6530576966661181,0.8741787983994608,-0.01675657622005018,231.24235233047366
132.11106251019493,2411.345572581387,1454.6106387762904,0.8961169133882272,1.7778674052585675,0.24747691935745586,393.99586593987954
1549.5023363682285,3357.968347801794,1317.374559407434,0.3685128506011463,0.35723540834932965,0.436458635966866,127.39225234539666
267.702858860931,4815.025670696339,612.9944205937667,0.8946617519501557,1.7701459352096485,0.7741370110385345,428.2731324249079
685.6531022212941,5052.136310243989,353.5323160711774,0.7610044380115372,1.1908086196786374,0.8691994123410532,331.85637236508165
795.4053601672201,2033.6664083120377,2415.587856861955,0.4376916349395908,0.4547682964833866,-0.0858394296440917,128.8112194751664
703.6687389188726,6620.545419187027,1003.9412212827842,0.8078514024486764,1.3641455970087193,0.7366534249473746,357.03132886963107
783.2300359820987,7399.155072315193,2529.4351519446354,0.808557034160578,1.36697916050978,0.49047445910107734,340.1573787967529
631.9057979051214,2723.0362808497157,3126.3060806568333,0.6232985348877929,0.8023711797006272,-0.06894275882909838,210.47264228721096
1913.0630486947684,1725.175755826991,533.6992308122709,-0.05164237503668551,-0.03557244193648061,0.5274645704319946,22.562936758769006
1253.9153171593814,2983.945237505608,1973.9747617172475,0.4082319126884902,0.4115811650252169,0.20370850593453768,138.6875546337782
1037.943744990161,7642.050923353721,1088.3251887811725,0.7608423080820581,1.19029695717671,0.7506808011068887,329.5931973769461
747.1110440589949,4212.391645026584,3314.960638700057,0.6987153385146755,0.9962216894937949,0.11922266586983814,261.70608001179687
271.03569698319143,7418.707337621916,3769.3589764318804,0.9295072159815378,1.9753851570605816,0.3261822247406377,419.61144002369423
1368.5573706162959,5063.389980478956,1110.376765536499,0.5744500704998841,0.6957868681756627,0.6402919606338281,217.04468930538377
1211.8596799566392,7263.5168159897585,3547.670077501821,0.7140281187760187,1.0408283721678144,0.343703866629223,282.0274312147256
1508.0646357432308,1857.8103489055018,3063.5693080913634,0.10390929985620413,0.08016396785037731,-0.24500425550924435,11.493248715985779
132.44525064589038,7253.825633233468,1503.3481626338385,0.9641374508977127,2.2117469766395277,0.6566590550774203,485.832341875655
1041.286349037528,2868.224137905124,3985.799132637852,0.4673060206647526,0.5009732820366648,-0.16305386638717087,142.13694560971769
1294.5771481496124,2433.925481105728,2011.4616690983676,0.3055779882547888,0.27918666973754297,0.09503420009052084,99.6023931324667
1558.7231705393388,7101.017166832225,3663.798982146643,0.6400069493694652,0.8420709282503224,0.3193011507857781,226.63906362964474
1146.699374344942,6157.496325511672,2129.223311044385,0.6860162509855915,0.9607552528096428,0.4861118983935261,268.8821864349769
1874.6254812898974,3204.1009599060835,3721.4675555115355,0.2617733980649954,0.22996764041047377,-0.0747038448004655,67.47888076063846
665.0540778066897,4488.123162480514,564.2263598267136,0.7418858125126055,1.127157467030702,0.7766479307403991,322.48752362052875
1207.3327278642862,3172.2857370322354,1559.3512449304149,0.44865849033854527,0.47156086143917053,0.3408829751541724,165.6278971983076
1467.9349736010242,7807.081482494147,2576.08960328305,0.6834647181724215,0.9537891600842519,0.503795212030425,262.35236589989665
274.1422442372487,4401.935430444348,2491.9002442000788,0.8827469243451824,1.7063232766885348,0.27706421738370224,387.8745172998415
1496.7425878976123,1966.4043771235192,1117.9035629922769,0.1356170540361183,0.10724968014809522,0.27510249635588724,44.74653259520008
420.4249845535539,6767.974840177781,471.3076424339553,0.8830268223120766,1.7078870336466374,0.8697916142930187,407.8397185219152
1823.9713807529463,6132.098230708949,2925.0259079617176,0.5414893357906295,0.6306941190668393,0.35409389043262535,189.12182971071684
1098.0614149760759,5972.57261804752,1844.9048538332718,0.6894022770257235,0.9700951391987505,0.5280050730601179,263.0417043350234
139.50333763672523,7821.402756508904,889.5374254572619,0.964952899464097,2.2177862231614767,0.7957654610700438,481.64781327576554
688.6705725528542,7615.095604398604,1936.3974682804262,0.8341305479237977,1.473943404988972,0.5945351257979675,361.61002967632174
457.6148657638438,5569.374805634099,2659.0913300888383,0.8481447982698221,1.5367125420561845,0.3536848091963234,352.66926377345624
951.1092564289526,3615.849588655499,1184.7997914670877,0.5834824490505756,0.7145221394377195,0.5064001980123641,229.80605699006128
501.58592910771495,7274.460351296889,3423.6851227568823,0.870992041082062,1.6463029352127703,0.3599479215831706,370.3489205655038
807.2556955562694,4432.928145109484,1457.9065649296035,0.6918979484507327,0.9770108261027393,0.5050254719598327,282.05538195572313
1385.4259098326593,5101.506936265934,3456.618556046639,0.5728564044092678,0.6925202650838527,0.1922019467352555,196.09488308768698
1027.6540182227839,4411.691778901094,2645.892200392192,0.6221405820246843,0.7997354749502179,0.2501988759098722,216.62571875833427
600.3680246546033,2239.9282673840416,1000.9539741636755,0.5772497210054736,0.7014898019636545,0.38229537530076557,215.19708521946993
463.5263461996471,4865.87994975832,2497.4630126492343,0.826049536900863,1.4390467163088685,0.32164968396542637,335.1058238731962
1107.9086894322909,2328.125703294136,3796.5085134018746,0.35512363208288583,0.3398335745610507,-0.23975028677877847,89.47032721781558
1579.3626686274447,5659.836803797055,1763.008038921603,0.563663724165808,0.6739232807834197,0.5249778012230738,218.83139954433176
1861.1430432659163,3636.9690902355733,458.28679537198605,0.3229883282710948,0.2998728058436156,0.7761864906314203,143.63168478216897
726.0576543700349,5761.797586645456,1962.4917441211048,0.7761794529051541,1.2441121933572954,0.49186477607713364,319.5201281302526
1637.4500860942771,7351.1583931668265,667.0187621744974,0.6356610502748893,0.8315997029927189,0.8336233411488113,271.7254667394849
1667.6242985871656,7559.813358045083,2523.0961339048686,0.6385509475194707,0.8385519624659665,0.49953014332439727,238.05038906865107
472.0917336530031,6560.080440534709,517.4430676975903,0.8657337384830452,1.620243761168525,0.853778495395286,392.67901672186434
206.0038484827767,2209.7000648398325,3952.1090599547433,0.8294461107080314,1.4533341711984027,-0.2827755549617458,306.8529354099157
1384.6923856430976,4432.239810936635,2866.070654572203,0.523909738291524,0.5979619254071457,0.2145933861749804,173.96606833044356
705.1151709304257,6850.228103193936,638.7498009428034,0.8133466221840675,1.3862925863414886,0.8294160272512806,366.2433391009608
1493.732977502502,7887.127587581356,399.43301539354013,0.6815360451251058,0.9485452884043069,0.9035949810825157,295.55523161260714
1448.0352169350856,3085.347105086388,593.1945611641416,0.36116783705549976,0.3476376420240237,0.6774838426079235,145.69150526502227
567.5456516810916,2234.5545310010993,1613.0145047691294,0.5949140894489434,0.7388138536431803,0.16154096789221237,209.68129405745984
234.61543846090822,1789.357024435857,917.1346443203654,0.7681634082024991,1.2153826187832308,0.3222704839117624,305.1465204333539
1919.0997481010786,1917.334825613872,2104.8024772427566,-0.0004600423786290528,-0.0003284693011425556,-0.04660896370920285,5.0
1524.3093931381018,1508.1836913013728,2026.0908336061875,-0.005317638452056669,-0.003783585458351281,-0.1465384588855112,5.0
1466.4948005610852,1542.0464130649002,3357.9919582011735,0.025112374108927544,0.018263271452109858,-0.3705982294780419,5.0
1255.4522706003336,3352.2394715076066,2271.217903112278,0.4550623865069946,0.4815350531524041,0.19223433133538526,150.39719708039064
1870.4089087848392,7845.672898583378,357.3475960295525,0.6149869986327404,0.7833688706710946,0.9128741427086117,265.3473660154197
1746.0022552031935,5330.47520622557,2246.437733484998,0.506533507674329,0.5668947501021285,0.40703087086696144,193.3799406130487
185.26427427617162,4074.9104189790055,1771.8619912684874,0.9130250339142197,1.874529684571307,0.39390081667624366,408.86572591708705
1095.9594363869924,7884.444861036862,2613.404786867136,0.755922027457195,1.1735687097540628,0.5021066456900567,314.1451456781432
372.83179375825193,1753.0668634471342,3803.104258562515,0.6492478201449318,0.864579767464652,-0.368965848914481,192.08374514011248
836.3091107866144,3119.002548794647,1288.5935059627311,0.5771210043338467,0.7012575233616847,0.4152851168021539,211.91843481168823
120.97026347962064,4209.981732166178,400.12170095160064,0.9441368714900055,2.0706777287858875,0.8264153040513413,468.3722503350162
1432.503372238065,4335.567315764227,2784.3395885113073,0.5032989538532003,0.561235024795431,0.21787191151383295,165.18922696074492
1634.4893004629737,6962.428446972131,3616.4340110472103,0.6197499269408505,0.7942491688259828,0.31629056988752013,235.25648094224812
972.6893210168088,4396.013175123404,1388.3388246457607,0.6376445437105376,0.8363319590684557,0.5199673792462324,250.4196605772027
883.6508596919946,5029.272503248722,632.1615552464261,0.7011120199592513,1.0030851625413115,0.7766779409233996,302.5661854797298
1156.7749188673338,2474.529067493577,2541.1365507926034,0.36288731354158404,0.3498643683668911,-0.013279889122374561,106.62382963080685
619.0751049350632,6585.547916224598,2759.4300057909795,0.8281450386700486,1.4480326311913645,0.40943038517087793,346.9915415955401
516.8651383169203,5923.333017771471,1513.0845260855313,0.8394878150610836,1.4975496078403459,0.5930609013120909,366.76282746230277
884.8764847447658,2231.659240286335,3517.5766730947603,0.43214096481951547,0.4464324356808038,-0.2236675363402363,124.51192368881021
1802.5101390477562,1662.9370304345439,2586.3484953649827,-0.04027564171286656,-0.02796160199045196,-0.2173098181109832,5.0
1398.1646078712458,4629.793057438157,3301.6746300677664,0.5361066929233206,0.6205228265497703,0.16744926406181612,171.18417445617652
973.3564755146358,6776.392802998093,2835.8817396855547,0.7488031055177992,1.1497962687267038,0.4099457464936746,298.095186084525
241.5020166483436,4746.744420819505,3019.075780996258,0.903171577375988,1.81758085423989,0.22247085236364622,397.91519161354995
1547.1279920001546,4690.67068668205,593.4762487550961,0.5039506492764926,0.5623736981427253,0.7753748120958764,208.0740701232919
936.0510195696459,5176.0294982034775,2794.412361118423,0.6937046175374864,0.9820825159224291,0.29880616141761407,260.79713231216647
971.8879597691221,6052.041774411932,1931.609854068934,0.7232637577790149,1.0686628770093909,0.5161086820381375,294.37743045930563
1689.7635072410853,2231.768922147418,1816.6731028737431,0.13821265653861659,0.10952834905117642,0.10253223748930254,44.33418635960993
1314.8591042273488,2392.250617581506,3089.0297283042537,0.29062843938102384,0.2619502655016729,-0.12711977250326725,80.59873249416765
1487.7079656033973,5445.75771406703,2971.69761238659,0.5708616629484652,0.6884519988437121,0.29392019386325297,210.83614922972706
1901.548310534717,2676.855273780815,2953.583963795667,0.16934002186543054,0.13759121449142078,-0.049148685970868584,35.45415766800705
623.4893537420331,2425.93147421683,2855.9753582669264,0.5910768705184548,0.7305775019587847,-0.08141830168678968,183.54937992776507
1423.7775396606376,2849.062899278667,3644.5798514201256,0.3335685897127194,0.31276208438583153,-0.12250703997126182,88.92418346667301
1624.5842692138863,3658.266757935572,1219.3301426461048,0.38495927253774354,0.37922671320655277,0.500028326346235,154.5978123696677
1597.0047039509018,4911.230582594198,2408.7562532748825,0.5092357193947453,0.5716445944105195,0.3418686925384798,173.94052260629422
1202.2122100267293,4351.984384403671,355.33235145105675,0.5670977107595275,0.6808105679405481,0.8490297671414063,234.1083280750214
121.35911344989304,3147.169113489974,1963.320383369476,0.9257408194229457,1.9514688147155146,0.2316507509929054,406.9501912994843
1406.8687042267725,5566.138656431898,1311.0898402696994,0.5964815088357744,0.7422840110342986,0.6187156377869742,239.47482267375196
1334.1241145893487,7593.82649430225,2806.4559339565103,0.7011354176598547,1.0031850085406036,0.46031159181577536,266.74171279545885
997.4182710141757,1831.9219205248405,1375.2453493992937,0.29494638068312,0.2668727076582319,0.1423925017150593,94.04197197963515
956.2545364219998,3866.3185756396606,1370.303238631917,0.6034255927268206,0.7574468402666924,0.4766460945735293,235.10173987120356
1865.6688138852066,2590.107716210973,3846.0654216965017,0.16258420889602937,0.13138058842061842,-0.19514044734022246,39.811136591051536
698.5387053200093,4035.8043266094323,1449.4830102567691,0.7049057489238253,1.0139920980996036,0.47150151980165045,278.1824413394712
1273.8189957358702,6392.466417313277,2460.4876408963355,0.6676828666197363,0.9116751040378215,0.4441431357397088,264.9214110522805
445.5959355762966,4725.729135291164,1457.634116331117,0.8276666309374423,1.4459313991219227,0.5285303297641606,352.6708198942075
796.0251821329072,3998.5255700552552,2462.490415767565,0.6679458728834663,0.9123229213419183,0.23773894963584968,237.73785090288237
1121.8731254335635,5519.927860385686,672.3098318548898,0.662178036300715,0.8974034703156637,0.7828539970005411,272.8338956563176
886.5580534586807,1877.297513937427,2709.291107993812,0.35846281976799615,0.3441192728960818,-0.18139703872650056,97.23382024269269
1873.5408581328406,4823.504111555676,3743.6427777437616,0.44048729944836434,0.4590453899188499,0.12604678636182123,132.91715695543382
1726.9490314529594,6705.088487913495,463.1075854645318,0.5903839308632709,0.7291719655061681,0.8707882482121655,249.87174503191193
1691.9486690720662,5829.416833682872,3431.727650465124,0.5500953467219791,0.64720310128202,0.2588977190738032,186.01033112286686
1936.350134863457,2474.900103876867,1917.656465888855,0.12208556299111988,0.09552822728187527,0.12686089046563415,46.91521372126174
224.31745974287813,2123.5741511563556,1131.107868426102,0.808920088895053,1.3681517312728215,0.30493494493592405,320.06682452220923
1980.6086941984533,5081.104999028508,962.0777762355692,0.43905720892716865,0.45687561639880714,0.681598981081843,172.14146307485885
250.17633679175265,5126.538232387316,811.1162127722176,0.9069408152408504,1.8391382237555955,0.7267890138683142,435.97301325746474
654.4523415985832,3940.6399319272145,1154.8217613432703,0.715151599576476,1.0441153251516355,0.5467253681283514,295.15234888688343
1965.916870882014,1543.571953735226,380.57877021560887,-0.12034371332483358,-0.07914966272650974,0.6044189617990209,5.0
340.2712523080593,4817.699494572611,3186.8346037002816,0.8680600300232911,1.6316380533932873,0.20374263769086476,365.23247414563485
1385.821521959498,5098.965638885586,2690.3991402143533,0.5725930588398224,0.691981595907112,0.30921218439077003,202.95748665818357
837.4283839987157,7731.9008448574305,2375.858250386383,0.8045521739132029,1.351065658000793,0.5298941677845714,328.94110384191913
805.1566211264231,4916.482668726903,2616.8933672797098,0.7185573641758384,1.054356766871443,0.30525348663743795,279.2317263091241
1779.4674360244783,6597.271613857902,2668.1608385143445,0.575140773583717,0.6972189461985507,0.42406124000326806,212.27867885320674
1823.315747419474,7883.449791791792,3045.1941641792732,0.6243206369070722,0.8048267120782655,0.44271326311498477,234.7796304389673
182.1283758897457,2641.0044116855925,1217.69965859906,0.8709742757217915,1.6459333259823692,0.3688556382642427,368.93867002522404
1143.3947014670996,1839.6915714343559,1406.6582927826319,0.23341492871293942,0.2000609372747851,0.13339082250236137,83.3433753097931
1414.5394455467176,6656.018125415621,3038.429020597342,0.6494568229186733,0.8652585996374428,0.3731609497642085,248.5226748519553
909.3540347006876,3733.7568999275827,1670.3733818121361,0.6082996732975363,0.7682622677840923,0.38181602036977125,215.99163287197484
1409.020354673337,4977.103626902721,1156.4742155947642,0.5587243971405136,0.6640901026615811,0.6229038758117985,208.4139248691964
1328.7693377412406,6637.971221998758,1867.4864846702983,0.666420833436098,0.908388971366218,0.5608733711093631,257.40672300337417
1446.208036685198,5581.004835122774,1293.5818447358884,0.5883978290222723,0.7249322216285147,0.6236626563055234,222.84999670757662
1998.8313505217454,2720.795400972125,3365.532572195355,0.15297058185139129,0.12265964535752268,-0.10593204539086973,39.64842659662584
1910.1910918468704,1786.8795140941365,1636.4108541843182,-0.03335386062717454,-0.023268045731462184,0.04395439582343506,5.0
1318.7814962252125,4853.529759496305,608.6293792848783,0.5726782263972553,0.6921531494305461,0.7771469617748046,228.25934611205614
931.2962824307534,4862.559313306067,583.753812406461,0.6785227842215218,0.9403732335650633,0.7856334003113686,276.43547130714364
558.2625152499357,3715.591733226574,2408.7962098392995,0.7387545371635846,1.1170586883571716,0.21337569326474048,282.56076757271234
782.621516255941,5106.517895390962,2248.0515444191296,0.7342153201280089,1.1026694477490127,0.38866535614041026,280.1098790300072
1165.3150375989276,2036.286117167091,2855.336167636047,0.27204234293817714,0.24115463207961488,-0.1674393488732908,58.66154376259137
219.64608541812402,2217.333728488315,2292.7243150739782,0.8197391011820451,1.4123083095498647,-0.016716101176693376,320.15821400747177
1574.050496334416,5729.517552246679,779.2854070893216,0.5689639677076198,0.6845990447840461,0.7605441699992426,227.55446324746708
1183.019254594702,6712.515887803752,1102.579193109181,0.7003320905780939,1.0008768093562923,0.7178334538344995,297.4044054248946
420.1031051181453,5340.365137103079,2375.8602405425995,0.854142723167509,1.5645739603689999,0.38419107155224097,361.37606993892575
302.0968071401613,2062.958545137387,2369.0885417199893,0.7445329918206706,1.1355887053913882,-0.06907191880278456,268.18947248330613
641.1488811737448,4769.15019021449,2297.010408059781,0.7629894861280834,1.1976269238793493,0.34985615560572025,309.52351379491637
1753.9825751688713,3317.1192786378715,3509.130298364144,0.3082439967139194,0.2823174107958055,-0.028128332773685726,83.75803131572182
1707.4666347327422,5350.329243765504,3986.0781310600623,0.5161473456061102,0.5839369815498838,0.14612163520604823,168.87996576493023
1671.9837217188299,3756.9412005103527,3509.1272581671756,0.38404610641610554,0.37798787820383606,0.0341056437492161,116.38587476197485
489.5852623361242,2343.88394683,3935.273450251591,0.6544269751867745,0.8775841742519875,-0.25343997650190975,215.43198534179402
1552.5367829306824,2480.0942808124655,3939.217950912391,0.23001298234081388,0.1965778083199045,-0.22730218085692958,46.875230303071646
1143.4289823891777,5419.351506657639,1453.3527865811955,0.6515412988067133,0.8704398049520814,0.5770652352089426,254.85224270583026
